0.9,0.1,
0.7967,0.1523,
0.678615,0.221412,
0.548443,0.304369,
0.415265,0.391862,
0.293313,0.46954,
0.195764,0.52425,
0.127699,0.551072,
0.0851868,0.554135,
0.0603828,0.541432,
0.0462879,0.520021,
0.0382466,0.494547,
0.0335523,0.467656,
0.0307149,0.440757,
0.028924,0.414566,
0.0277352,0.389435,
0.0269004,0.365517,
0.0262779,0.342863,
0.0257848,0.321471,
0.0253713,0.301307,
0.025007,0.282324,
0.0246729,0.264468,
0.0243567,0.247683,
0.0240506,0.23191,
0.0237493,0.217094,
0.0234493,0.203181,
0.0231483,0.190119,
0.0228446,0.177858,
0.0225373,0.166352,
0.0222255,0.155555,
0.021909,0.145427,
0.0215873,0.135928,
0.0212605,0.12702,
0.0209286,0.118667,
0.0205915,0.110838,
0.0202495,0.1035,
0.0199029,0.0966243,
0.0195517,0.0901829,
0.0191964,0.0841496,
0.0188373,0.0784999,
0.0184747,0.0732107,
0.018109,0.06826,
0.0177405,0.0636274,
0.0173698,0.0592935,
0.0169971,0.0552401,
0.016623,0.0514499,
0.0162478,0.047907,
0.015872,0.0445959,
0.0154961,0.0415025,
0.0151205,0.0386132,
