0.895157,0.00664706,0,0.0980196,0.000176471,0,
0.884373,0.0170588,0,0.098,0.000568627,0,
0.880294,0.0208627,0,0.0980196,0.000823529,0,
0.857294,0.0433922,0,0.0981373,0.00117647,0,
0.828196,0.0720196,0,0.0982941,0.0014902,0,
0.82302,0.0764118,0,0.0987647,0.00180392,0,
0.813196,0.0855686,0,0.099098,0.00213725,0,
0.809882,0.0884314,0,0.0993137,0.00237255,0,
0.806059,0.0916275,0,0.0996471,0.00266667,0,
0.804118,0.0927843,0,0.100196,0.00290196,0,
0.802275,0.0937255,0,0.100804,0.00317647,1.96078e-05,
0.801863,0.0933922,0,0.101235,0.0034902,1.96078e-05,
0.801627,0.0929608,0,0.101667,0.00370588,3.92157e-05,
0.801255,0.0925882,0,0.102118,0.00398039,5.88235e-05,
0.792392,0.100843,0,0.102451,0.00423529,7.84314e-05,
0.788078,0.104431,0,0.102882,0.00452941,7.84314e-05,
0.787725,0.103824,0,0.103471,0.00488235,9.80392e-05,
0.785627,0.105157,0,0.10398,0.00513725,9.80392e-05,
0.781686,0.108216,0,0.104608,0.00539216,9.80392e-05,
0.781431,0.107608,0,0.105157,0.00570588,9.80392e-05,
0.779471,0.108804,0,0.105706,0.00592157,9.80392e-05,
0.776843,0.11051,0,0.106294,0.0062549,9.80392e-05,
0.771863,0.114412,0,0.106902,0.00672549,9.80392e-05,
0.77151,0.11398,0,0.107412,0.007,9.80392e-05,
0.741353,0.143314,0,0.107922,0.00729412,0.000117647,
0.741137,0.142804,0,0.10851,0.00743137,0.000117647,
0.725255,0.157725,0,0.109235,0.00766667,0.000117647,
0.722941,0.158863,0,0.110118,0.00796078,0.000117647,
0.719157,0.161529,0,0.110843,0.00833333,0.000137255,
0.718627,0.161078,0,0.111412,0.00872549,0.000156863,
0.702706,0.17598,0,0.112078,0.00907843,0.000156863,
0.70051,0.177216,0,0.112804,0.00931373,0.000156863,
0.700294,0.17598,0,0.113961,0.00960784,0.000156863,
0.694471,0.180627,0,0.114882,0.00986275,0.000156863,
0.692627,0.181078,0,0.115863,0.0102549,0.000176471,
0.686078,0.18602,0,0.116922,0.0108039,0.000176471,
0.683353,0.187569,0,0.117804,0.011098,0.000176471,
0.681686,0.188118,0,0.118608,0.0114118,0.000176471,
0.680373,0.188314,0,0.119549,0.0115294,0.000235294,
0.679176,0.188373,0,0.120412,0.0118039,0.000235294,
0.678922,0.187373,0,0.121255,0.0122157,0.000235294,
0.678569,0.186627,0,0.121961,0.0126078,0.000235294,
0.677255,0.186961,0,0.122667,0.0128824,0.000235294,
0.674098,0.189,0,0.12349,0.0131569,0.000254902,
0.671902,0.18998,0,0.124471,0.0133922,0.000254902,
0.67151,0.189039,0,0.12551,0.0136863,0.000254902,
0.671176,0.187961,0,0.126686,0.0139216,0.000254902,
0.670824,0.187098,0,0.127706,0.0141176,0.000254902,
0.670431,0.186431,0,0.128667,0.0142157,0.000254902,
0.670294,0.18549,0,0.129529,0.0144314,0.000254902,
0.67,0.184686,0,0.130353,0.0147059,0.000254902,
0.669588,0.18402,0,0.131,0.0151373,0.000254902,
0.665529,0.187059,0,0.131882,0.0152745,0.000254902,
0.664882,0.186412,0,0.132902,0.0155294,0.00027451,
0.664765,0.185667,0,0.133569,0.0157255,0.00027451,
0.664196,0.185,0,0.13449,0.0160392,0.00027451,
0.663902,0.183941,0,0.135451,0.0164314,0.00027451,
0.663569,0.183373,0,0.136118,0.0166667,0.00027451,
0.661725,0.183804,0,0.137196,0.0169804,0.000294118,
0.661471,0.183216,0,0.137804,0.0172157,0.000294118,
0.659431,0.184078,0,0.138647,0.017549,0.000294118,
0.657667,0.184824,0,0.139431,0.0177843,0.000294118,
0.65751,0.183882,0,0.140314,0.018,0.000294118,
0.656922,0.183392,0,0.141235,0.0181569,0.000294118,
0.656824,0.182431,0,0.142157,0.0182941,0.000294118,
0.656588,0.181529,0,0.143059,0.0185294,0.000294118,
0.656392,0.180451,0,0.144039,0.0188039,0.000313725,
0.648882,0.186608,0,0.144961,0.0192353,0.000313725,
0.644059,0.190275,0,0.145725,0.0196275,0.000313725,
0.640353,0.19298,0,0.146529,0.0198235,0.000313725,
0.638235,0.194039,0,0.147275,0.0201373,0.000313725,
0.636941,0.194,0,0.148275,0.0204706,0.000313725,
0.636863,0.192804,0,0.149255,0.0207647,0.000313725,
0.636706,0.191843,0,0.150137,0.021,0.000313725,
0.636451,0.190784,0,0.151098,0.0213529,0.000313725,
0.634686,0.191471,0,0.152,0.0215294,0.000313725,
0.634412,0.190529,0,0.152824,0.0219216,0.000313725,
0.634314,0.189549,0,0.153667,0.0221569,0.000313725,
0.632627,0.189922,0,0.154745,0.0223922,0.000313725,
0.632451,0.188588,0,0.15602,0.0226275,0.000313725,
0.632216,0.187686,0,0.156745,0.0230392,0.000313725,
0.630647,0.187627,0,0.158039,0.0233725,0.000313725,
0.630392,0.18649,0,0.159137,0.0236667,0.000313725,
0.630235,0.185353,0,0.160137,0.0239608,0.000313725,
0.628725,0.185667,0,0.161176,0.0241176,0.000313725,
0.628412,0.184804,0,0.16202,0.0244314,0.000333333,
0.62651,0.185275,0,0.163059,0.0248235,0.000333333,
0.624608,0.18598,0,0.163922,0.0251176,0.000372549,
0.624471,0.185216,0,0.164588,0.0253529,0.000372549,
0.622176,0.186333,0,0.165471,0.0256471,0.000372549,
0.622039,0.185471,0,0.166196,0.025902,0.000392157,
0.621922,0.184333,0,0.167216,0.0261373,0.000392157,
0.621804,0.183627,0,0.167843,0.0263333,0.000392157,
0.621353,0.182863,0,0.168706,0.0266863,0.000392157,
0.621118,0.182118,0,0.169471,0.026902,0.000392157,
0.610784,0.191353,0,0.170196,0.0272745,0.000392157,
0.60598,0.195157,0,0.17102,0.027451,0.000392157,
0.603235,0.196569,0,0.172,0.0278039,0.000392157,
0.600765,0.197667,0,0.173039,0.0281373,0.000392157,
0.594451,0.202745,0,0.174039,0.0283529,0.000411765,
0.58649,0.209647,0,0.174882,0.0285686,0.000411765,
0.586196,0.208647,0,0.175824,0.0289216,0.000411765,
0.574922,0.218647,0,0.176745,0.0292549,0.000431373,
0.571745,0.220608,0,0.177765,0.029451,0.000431373,
0.570647,0.220529,0,0.178745,0.0296471,0.000431373,
0.569627,0.220137,0,0.179863,0.0299216,0.00045098,
0.568588,0.219608,0,0.181,0.0303529,0.00045098,
0.567451,0.219431,0,0.182157,0.0305098,0.00045098,
0.565333,0.22051,0,0.183059,0.0306471,0.00045098,
0.565059,0.219627,0,0.184039,0.0308235,0.00045098,
0.564725,0.218549,0,0.18502,0.0312157,0.000490196,
0.563569,0.218157,0,0.186255,0.0315294,0.000490196,
0.563412,0.217314,0,0.187,0.0317647,0.000509804,
0.563255,0.216333,0,0.187804,0.032098,0.000509804,
0.563098,0.215137,0,0.189039,0.0322157,0.000509804,
0.563,0.213882,0,0.190137,0.0324706,0.000509804,
0.562765,0.212804,0,0.19102,0.032902,0.000509804,
0.562588,0.211941,0,0.191863,0.033098,0.000509804,
0.562412,0.210882,0,0.192882,0.0333137,0.000509804,
0.562157,0.20998,0,0.193667,0.0336667,0.000529412,
0.562059,0.208922,0,0.194588,0.033902,0.000529412,
0.55798,0.21198,0,0.195471,0.0340392,0.000529412,
0.557863,0.210804,0,0.196471,0.0343333,0.000529412,
0.557725,0.209588,0,0.197588,0.0345686,0.000529412,
0.556569,0.209176,0,0.198882,0.0347843,0.000588235,
0.556451,0.208078,0,0.199922,0.0349608,0.000588235,
0.556373,0.207137,0,0.200725,0.0351569,0.000607843,
0.556314,0.206,0,0.201745,0.0353333,0.000607843,
0.556294,0.20502,0,0.202627,0.035451,0.000607843,
0.556137,0.203922,0,0.203647,0.0356863,0.000607843,
0.555902,0.202863,0,0.204627,0.0359804,0.000627451,
0.555686,0.201843,0,0.205627,0.0361961,0.000647059,
0.555588,0.200569,0,0.206745,0.0364314,0.000666667,
0.555451,0.199373,0,0.207784,0.0367255,0.000666667,
0.555353,0.198255,0,0.208863,0.0368627,0.000666667,
0.555176,0.197412,0,0.209667,0.0370588,0.000686275,
0.554961,0.196431,0,0.210529,0.0373922,0.000686275,
0.554784,0.195333,0,0.211431,0.0377255,0.00072549,
0.554529,0.194549,0,0.212118,0.0380588,0.000745098,
0.554471,0.193706,0,0.212745,0.0383333,0.000745098,
0.554157,0.192667,0,0.213667,0.0387647,0.000745098,
0.553843,0.191706,0,0.214608,0.039098,0.000745098,
0.553706,0.190961,0,0.215314,0.0392549,0.000764706,
0.552843,0.190686,0,0.216098,0.0396078,0.000764706,
0.552686,0.189451,0,0.217255,0.0398431,0.000764706,
0.552569,0.188706,0,0.217863,0.040098,0.000764706,
0.552275,0.187843,0,0.218765,0.0403333,0.000784314,
0.552196,0.186824,0,0.219667,0.0405098,0.000803922,
0.552098,0.185784,0,0.220667,0.0406275,0.000823529,
0.55198,0.184765,0,0.221529,0.040902,0.000823529,
0.551824,0.18349,0,0.222569,0.0412941,0.000823529,
0.551569,0.182804,0,0.223157,0.0416078,0.000862745,
0.541118,0.191882,0,0.224196,0.0419412,0.000862745,
0.53798,0.194118,0,0.22502,0.042,0.000882353,
0.535333,0.195784,0,0.225784,0.0422157,0.000882353,
0.533627,0.196137,0,0.226863,0.0424902,0.000882353,
0.53251,0.196196,0,0.227686,0.0427255,0.000882353,
0.532392,0.195431,0,0.228451,0.0428431,0.000882353,
0.532314,0.194549,0,0.229157,0.043098,0.000882353,
0.532235,0.193588,0,0.23,0.0432941,0.000882353,
0.531314,0.193118,0,0.231176,0.0435098,0.000882353,
0.531216,0.19202,0,0.232078,0.0438039,0.000882353,
0.53098,0.191333,0,0.232706,0.044098,0.000882353,
0.530843,0.190039,0,0.233882,0.0443529,0.000882353,
0.530784,0.189176,0,0.234529,0.0446275,0.000882353,
0.530686,0.188157,0,0.235431,0.0448431,0.000882353,
0.530647,0.187373,0,0.236118,0.0449804,0.000882353,
0.529176,0.187882,0,0.236863,0.0451961,0.000882353,
